year,Council,Committee,Session,Agenda item,Agenda detail,cosponsored countries,body title number,body title detail,body text,date,file,filecountry,footnote,scanned
2013,General Assembly,N/A,Sixty-seventh session,121 (s),Cooperation between the United Nations and regional and other organizations: cooperation between the United Nations and the Pacific Islands Forum,"Australia, Austria, Ireland, Italy, Jordan, Lithuania, Luxembourg, Marshall Islands, Micronesia (Federated States of), Monaco, Netherlands, New Zealand, Norway, Palau, Papua New Guinea, Samoa, Slovenia, Solomon Islands, Spain, Tonga, Tuvalu and Vanuatu",N/A,Cooperation between the United Nations and the Pacific Islands Forum,"Addendum Add the following countries to the list of sponsors of the resolution: Belgium, Bosnia and Herzegovina, Chile, Cyprus, Czech Republic, Estonia, Finland, Georgia, Guyana, Hungary, India, Israel, Kiribati, Montenegro, Nauru, Philippines, Poland, Portugal, Romania, Seychelles, Singapore, Slovakia, Thailand, the former Yugoslav Republic of Macedonia, Turkey and United States of America 13-47853 iil 190913 AMY AAA",09/16/2013,2013_757101,Kiribati,N/A,yes
2013,General Assembly,Sixth Committee,Sixty-eighth session,173,Observer status for the Global Green Growth Institute in the General Assembly,"Australia, Cambodia, Costa Rica, Denmark, Ethiopia, Guyana, Indonesia, Kiribati, Mexico, Mongolia, Montenegro, Norway, Palau, Papua New Guinea, Philippines, Poland, Qatar, Republic of Korea, Rwanda, Samoa, Slovenia, Switzerland, Turkey, Ukraine, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland and Viet Nam",N/A,Observer status for the Global Green Growth Institute in the General Assembly,"The General Assembly, Wishing to promote cooperation between the United Nations and the Global Green Growth Institute, 1. Decides to invite the Global Green Growth Institute to participate in the sessions and the work of the General Assembly in the capacity of observer; 2. Requests the Secretary-General to take the action necessary to implement the present resolution. 13-50870 i 111013 CA NY AAA",10/10/2013,2013_758780,Kiribati,N/A,yes
2013,General Assembly,N/A,Sixty-eighth session,15,Culture of peace,"Afghanistan, Angola, Antigua and Barbuda, Bahamas, Bangladesh, Belarus, Benin, Bhutan, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Burkina Faso, Burundi, Cambodia, Chile, China, Costa Rica, Egypt, El Salvador, Eritrea, Fiji, Georgia, Guyana, Haiti, India, Indonesia, Iraq, Japan, Jordan, Kuwait, Lao People’s Democratic Republic, Lesotho, Madagascar, Malaysia, Mauritius, Mongolia, Morocco, Myanmar, Nepal, Nicaragua, Nigeria, Pakistan, Paraguay, Peru, Philippines, Qatar, Republic of Korea, Russian Federation, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Sri Lanka, Sudan, Tajikistan, Thailand, Timor-Leste, Togo, Trinidad and Tobago, Tunisia, Turkmenistan, Uganda, United Arab Emirates, United Republic of Tanzania, Viet Nam and Zambia",N/A,Follow-up to the Declaration and Programme of Action on a Culture of Peace,"Addendum Add the following countries to the list of sponsors of the resolution: Argentina, Bolivia (Plurinational State of), Cameroon, Chad, Cote d’ Ivoire, Cuba, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ghana, Grenada, Guatemala, Guinea, Honduras, Jamaica, Kazakhstan, Kenya, Kiribati, Kyrgyzstan, Libya, Maldives, Mali, Montenegro, Mozambique, Niger, Oman, Palau, Saint Lucia, Saint Vincent and the Grenadines, Samoa, Senegal, Sierra Leone, Somalia, Suriname, Tonga, Vanuatu, Yemen and Zimbabwe ts 13-62734 ni 201213 CA NY A AO",12/18/2013,2013_762543,Kiribati,N/A,yes
